,Name,Composer,Name
3455,"Symphony No.1 in D Major, Op.25 ""Classical"", Allegro Con Brio",Sergei Prokofiev,Classical
3456,"Scheherazade, Op. 35: I. The Sea and Sindbad's Ship",Nikolai Rimsky-Korsakov,Classical
3457,"Concerto No.2 in F Major, BWV1047, I. Allegro",Johann Sebastian Bach,Classical
3458,"Concerto for Piano No. 2 in F Minor, Op. 21: II. Larghetto",Frédéric Chopin,Classical
3459,Cavalleria Rusticana \ Act \ Intermezzo Sinfonico,Pietro Mascagni,Classical
3460,"Karelia Suite, Op.11: 2. Ballade (Tempo Di Menuetto)",Jean Sibelius,Classical
3461,"Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto",Ludwig van Beethoven,Classical
3462,Fantasia On Greensleeves,Ralph Vaughan Williams,Classical
3463,"Das Lied Von Der Erde, Von Der Jugend",Gustav Mahler,Classical
3464,"Concerto for Cello and Orchestra in E minor, Op. 85: I. Adagio - Moderato",Edward Elgar,Classical
3465,Two Fanfares for Orchestra: II. Short Ride in a Fast Machine,John Adams,Classical
3466,"Wellington's Victory or the Battle Symphony, Op.91: 2. Symphony of Triumph",Ludwig van Beethoven,Classical
3467,Missa Papae Marcelli: Kyrie,Giovanni Pierluigi da Palestrina,Classical
3468,Romeo et Juliette: No. 11 - Danse des Chevaliers,,Classical
3469,On the Beautiful Blue Danube,Johann Strauss II,Classical
3470,"Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat",Hector Berlioz,Classical
3471,Carmen: Overture,Georges Bizet,Classical
3472,"Lamentations of Jeremiah, First Set \ Incipit Lamentatio",Thomas Tallis,Classical
3473,"Music for the Royal Fireworks, HWV351 (1749): La Réjouissance",George Frideric Handel,Classical
3474,"Peer Gynt Suite No.1, Op.46: 1. Morning Mood",Edvard Grieg,Classical
3475,"SCRIABIN: Prelude in B Major, Op. 11, No. 11",,Classical
3476,"Pavan, Lachrimae Antiquae",John Dowland,Classical
3477,"Symphony No. 41 in C Major, K. 551, ""Jupiter"": IV. Molto allegro",Wolfgang Amadeus Mozart,Classical
3478,"Prometheus Overture, Op. 43",Ludwig van Beethoven,Classical
3479,Sonata for Solo Violin: IV: Presto,Béla Bartók,Classical
3480,"A Midsummer Night's Dream, Op.61 Incidental Music: No.7 Notturno",,Classical
3481,"Suite No. 3 in D, BWV 1068: III. Gavotte I & II",Johann Sebastian Bach,Classical
3482,"Concert pour 4 Parties de V**les, H. 545: I. Prelude",Marc-Antoine Charpentier,Classical
3483,Adios nonino,Astor Piazzolla,Classical
3484,"Symphony No. 3 Op. 36 for Orchestra and Soprano ""Symfonia Piesni Zalosnych"" \ Lento E Largo - Tranquillissimo",Henryk Górecki,Classical
3485,"Act IV, Symphony",Henry Purcell,Classical
3486,"3 Gymnopédies: No.1 - Lent Et Grave, No.3 - Lent Et Douloureux",Erik Satie,Classical
3487,"Music for the Funeral of Queen Mary: VI. ""Thou Knowest, Lord, the Secrets of Our Hearts""",Henry Purcell,Classical
3488,Symphony No. 2: III. Allegro vivace,Kurt Weill,Classical
3489,"Partita in E Major, BWV 1006A: I. Prelude",Johann Sebastian Bach,Classical
3490,Le Sacre Du Printemps: I.iv. Spring Rounds,Igor Stravinsky,Classical
3491,Sing Joyfully,William Byrd,Classical
3492,"Metopes, Op. 29: Calypso",Karol Szymanowski,Classical
3493,"Symphony No. 2, Op. 16 -  ""The Four Temperaments"": II. Allegro Comodo e Flemmatico",Carl Nielsen,Classical
3494,"24 Caprices, Op. 1, No. 24, for Solo Violin, in A Minor",Niccolò Paganini,Classical
3495,"Étude 1, In C Major - Preludio (Presto) - Liszt",,Classical
3496,"Erlkonig, D.328",,Classical
3497,"Concerto for Violin, Strings and Continuo in G Major, Op. 3, No. 9: I. Allegro",Pietro Antonio Locatelli,Classical
3498,Pini Di Roma (Pinien Von Rom) \ I Pini Della Via Appia,,Classical
3499,"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai",Franz Schubert,Classical
3500,"L'orfeo, Act 3, Sinfonia (Orchestra)",Claudio Monteverdi,Classical
3501,"Quintet for Horn, Violin, 2 Violas, and Cello in E Flat Major, K. 407/386c: III. Allegro",Wolfgang Amadeus Mozart,Classical
3502,"Die Zauberflöte, K.620: ""Der Hölle Rache Kocht in Meinem Herze""",Wolfgang Amadeus Mozart,Opera
